seed,dimension,count,query_index,query_w2,allowed_query_radius,log_error_upper,log_theorem_bound,bound_passed
20260730,260,9390,16,0.005362275040523719,0.005958083378359687,-1270.2396436483502,-4.024394141767099,True
20260730,260,9390,17,0.005362275040523719,0.005958083378359687,-1230.571269378553,-4.024394141767099,True
20260730,260,9390,18,0.005362275040523719,0.005958083378359687,-1287.6731238356124,-4.024394141767099,True
20260730,260,9390,19,0.005362275040523719,0.005958083378359687,-1229.4962871527405,-4.024394141767099,True
20260730,260,9390,20,0.005362275040523719,0.005958083378359687,-1229.648894826201,-4.024394141767099,True
20260730,260,9390,21,0.005362275040523719,0.005958083378359687,-1256.9042757329091,-4.024394141767099,True
20260730,260,9390,22,0.005362275040523719,0.005958083378359687,-1256.5742890615193,-4.024394141767099,True
20260730,260,9390,23,0.005362275040523719,0.005958083378359687,-1239.2593246591543,-4.024394141767099,True
20260730,260,9390,24,0.005362275040523719,0.005958083378359687,-1274.6056402753543,-4.024394141767099,True
20260730,260,9390,25,0.005362275040523719,0.005958083378359687,-1266.3116235563245,-4.024394141767099,True
20260730,260,9390,26,0.005362275040523719,0.005958083378359687,-1270.1604396191772,-4.024394141767099,True
20260730,260,9390,27,0.005362275040523719,0.005958083378359687,-1278.1063632543116,-4.024394141767099,True
20260730,260,9390,28,0.005362275040523719,0.005958083378359687,-1220.971938810914,-4.024394141767099,True
20260730,260,9390,29,0.005362275040523719,0.005958083378359687,-1259.6176095974972,-4.024394141767099,True
20260730,260,9390,30,0.005362275040523719,0.005958083378359687,-1250.2744667441818,-4.024394141767099,True
20260730,260,9390,31,0.005362275040523719,0.005958083378359687,-1276.1946658496884,-4.024394141767099,True
20260730,260,9390,32,0.005362275040523719,0.005958083378359687,-1257.5031631057248,-4.024394141767099,True
20260730,260,9390,33,0.005362275040523719,0.005958083378359687,-1233.7246809531964,-4.024394141767099,True
20260730,260,9390,34,0.005362275040523719,0.005958083378359687,-1272.2853084625158,-4.024394141767099,True
20260730,260,9390,35,0.005362275040523719,0.005958083378359687,-1236.9453329409926,-4.024394141767099,True
20260730,260,9390,36,0.005362275040523719,0.005958083378359687,-1268.370756148083,-4.024394141767099,True
20260730,260,9390,37,0.005362275040523719,0.005958083378359687,-1223.332993728953,-4.024394141767099,True
20260730,260,9390,38,0.005362275040523719,0.005958083378359687,-1250.8554492220212,-4.024394141767099,True
20260730,260,9390,39,0.005362275040523719,0.005958083378359687,-1245.8947744750546,-4.024394141767099,True
20260730,260,9390,40,0.005362275040523719,0.005958083378359687,-1248.4719644630682,-4.024394141767099,True
20260730,260,9390,41,0.005362275040523719,0.005958083378359687,-1264.7241141418185,-4.024394141767099,True
20260730,260,9390,42,0.005362275040523719,0.005958083378359687,-1201.0954716060644,-4.024394141767099,True
20260730,260,9390,43,0.005362275040523719,0.005958083378359687,-1274.8744307515951,-4.024394141767099,True
20260730,260,9390,44,0.005362275040523719,0.005958083378359687,-1297.4629401990442,-4.024394141767099,True
20260730,260,9390,45,0.005362275040523719,0.005958083378359687,-1252.529935786313,-4.024394141767099,True
20260730,260,9390,46,0.005362275040523719,0.005958083378359687,-1220.065363976902,-4.024394141767099,True
20260730,260,9390,47,0.005362275040523719,0.005958083378359687,-1261.8749474942067,-4.024394141767099,True
20260730,260,9390,48,0.005362275040523719,0.005958083378359687,-1258.0829598339092,-4.024394141767099,True
20260730,260,9390,49,0.005362275040523719,0.005958083378359687,-1243.0400545286495,-4.024394141767099,True
20260730,260,9390,50,0.005362275040523719,0.005958083378359687,-1228.6744814074625,-4.024394141767099,True
20260730,260,9390,51,0.005362275040523719,0.005958083378359687,-1273.5359013210418,-4.024394141767099,True
20260730,260,9390,52,0.005362275040523719,0.005958083378359687,-1229.2516456578878,-4.024394141767099,True
20260730,260,9390,53,0.005362275040523719,0.005958083378359687,-1278.2812656047092,-4.024394141767099,True
20260730,260,9390,54,0.005362275040523719,0.005958083378359687,-1236.8711132049918,-4.024394141767099,True
20260730,260,9390,55,0.005362275040523719,0.005958083378359687,-1287.3118722050324,-4.024394141767099,True
20260730,260,9390,56,0.005362275040523719,0.005958083378359687,-1283.6784402519681,-4.024394141767099,True
20260730,260,9390,57,0.005362275040523719,0.005958083378359687,-1262.8247647892417,-4.024394141767099,True
20260730,260,9390,58,0.005362275040523719,0.005958083378359687,-1243.9014520126818,-4.024394141767099,True
20260730,260,9390,59,0.005362275040523719,0.005958083378359687,-1240.6872087639179,-4.024394141767099,True
20260730,260,9390,60,0.005362275040523719,0.005958083378359687,-1219.9895248678965,-4.024394141767099,True
20260730,260,9390,61,0.005362275040523719,0.005958083378359687,-1255.038068446678,-4.024394141767099,True
20260730,260,9390,62,0.005362275040523719,0.005958083378359687,-1274.1080468621744,-4.024394141767099,True
20260730,260,9390,63,0.005362275040523719,0.005958083378359687,-1315.832278490484,-4.024394141767099,True
20260731,100,13,0,0.1441153384245784,0.16012815380508713,-577.6201869970187,-0.7331685343967136,True
20260731,100,13,1,0.1441153384245784,0.16012815380508713,-558.2273410053313,-0.7331685343967136,True
20260731,100,13,2,0.1441153384245784,0.16012815380508713,-524.5264804784719,-0.7331685343967136,True
20260731,100,13,3,0.1441153384245784,0.16012815380508713,-564.124382522727,-0.7331685343967136,True
20260731,100,13,4,0.1441153384245784,0.16012815380508713,-486.1781812113391,-0.7331685343967136,True
20260731,100,13,5,0.1441153384245784,0.16012815380508713,-541.268784200695,-0.7331685343967136,True
20260731,100,13,6,0.1441153384245784,0.16012815380508713,-512.7884402239805,-0.7331685343967136,True
